orderId,orderDate,customerName,customerSegment,productCategory,productName,region,city,salesAmount,quantity,discount,profit,paymentMode
ORD-00058,2023-10-29,Meera Saxena,Premium,Electronics,Headphones,East,Kolkata,14359.06,1,6.9,1361.24,Cash
ORD-00059,2024-07-20,Geeta Sharma,Premium,Clothing,Saree,North,Chandigarh,1393.41,4,14.5,326.06,UPI
ORD-00060,2023-12-11,Usha Bose,Wholesale,Electronics,Gaming Console,West,Mumbai,85703.88,3,28.9,-6959.16,UPI
ORD-00061,2024-03-19,Sunita Banerjee,Premium,Home & Kitchen,Pressure Cooker,North,Delhi,51494.52,4,15.2,5067.06,Cash
ORD-00062,2023-01-30,Sanjay Pillai,Wholesale,Grocery,Cooking Oil,East,Bhubaneswar,3528.69,7,15.8,-93.16,Cash
ORD-00063,2023-07-03,Latika Singh,Wholesale,Electronics,Tablet,West,Surat,141806.42,4,25,-25244.84,Cash
ORD-00064,2024-06-13,Rekha Nair,Wholesale,Furniture,Shoe Rack,North,Delhi,105287.72,4,23.5,6527.84,UPI
ORD-00065,2023-06-18,Rajesh Mukherjee,Regular,Clothing,Formal Shirt,South,Chennai,4719.46,4,9.5,1293.13,UPI
ORD-00066,2023-11-23,Bhavna Mehta,Wholesale,Books,Self-Help Book,West,Surat,387.87,1,22.6,7.45,Card
ORD-00067,2024-09-20,Jyoti Agarwal,Premium,Health & Beauty,Shampoo,South,Bangalore,6440.52,2,17.6,1669.38,UPI
ORD-00068,2023-02-10,Sneha Kaur,Wholesale,Clothing,Formal Shirt,South,Bangalore,3052.75,2,21.4,545.83,Card
ORD-00069,2024-06-17,Asha Dubey,Premium,Furniture,Bookshelf,East,Patna,26856.34,1,7.6,5081.22,UPI
ORD-00070,2023-04-25,Rajesh Saxena,Regular,Sports,Badminton Racket,North,Jaipur,7841.25,1,14.9,1260.87,Card
ORD-00071,2023-12-01,Girish Mukherjee,Premium,Electronics,Smart TV,East,Patna,301150,4,9.2,23007.86,Card
ORD-00072,2023-01-30,Shweta Mishra,Regular,Home & Kitchen,Induction Cooktop,West,Surat,9517.69,3,14.9,959.38,Card
ORD-00073,2024-12-24,Manoj Rao,Regular,Health & Beauty,Essential Oils,East,Ranchi,14411.17,4,2.4,5487.77,Cash
ORD-00074,2024-10-16,Ramesh Sharma,Premium,Furniture,Sofa Set,South,Chennai,12950.81,2,10.2,2180.92,Card
ORD-00075,2024-12-23,Radha Krishnan,Wholesale,Clothing,Formal Shirt,North,Amritsar,17184.55,4,18.9,3416.29,UPI
ORD-00076,2024-12-01,Divya Bose,Wholesale,Electronics,Laptop,West,Pune,90467.8,2,20.1,-977.05,UPI
ORD-00077,2024-12-07,Naveen Kaur,Regular,Clothing,Winter Coat,West,Ahmedabad,19304.47,3,15.7,4331.92,Cash
ORD-00078,2024-08-20,Geeta Nair,Premium,Clothing,Jacket,West,Pune,17737.94,4,6.7,5257.53,Card
ORD-00079,2024-11-06,Bhavna Saxena,Premium,Sports,Jump Rope,North,Amritsar,28310.73,2,7.3,6273.66,UPI
ORD-00080,2023-01-15,Sunita Saxena,Regular,Home & Kitchen,Induction Cooktop,West,Pune,3675.65,1,4.1,688.08,Cash
ORD-00081,2024-09-01,Hema Saxena,Regular,Health & Beauty,Shampoo,West,Surat,5799.34,2,12.9,1721.24,UPI
ORD-00082,2024-03-27,Jyoti Agarwal,Regular,Clothing,Kurta,West,Nagpur,2396.26,1,0.7,825.27,Card
ORD-00083,2024-09-16,Divya Krishnan,Regular,Books,Science Fiction,West,Pune,694.18,4,73.00672503842941,-419.72,Card
ORD-00084,2024-12-02,Ravi Joshi,Wholesale,Books,Cookbook,East,Patna,2738.97,2,29.3,-94.22,Cash
ORD-00085,2024-12-14,Hema Kumar,Wholesale,Sports,Football,West,Ahmedabad,91484.06,3,19.4,11417.21,UPI
ORD-00086,2023-07-01,Asha Mukherjee,Wholesale,Books,Business Book,East,Patna,439.42,2,24.8,0.7,Card
ORD-00087,2024-03-28,Sunita Shetty,Wholesale,Books,Business Book,West,Mumbai,493.65,2,15.3,38.31,Card
ORD-00088,2023-03-04,Sanjay Pillai,Regular,Sports,Resistance Bands,North,Lucknow,26502.36,1,9.2,5470.09,Cash
ORD-00089,2023-08-09,Nisha Rao,Wholesale,Furniture,Cabinet,East,Patna,29410.21,1,15.5,3705.69,Cash
ORD-00090,2024-07-20,Swati Kumar,Regular,Furniture,Office Chair,South,Hyderabad,24330.38,3,14.4,3279.74,Card
ORD-00091,2023-06-18,Sunita Agarwal,Premium,Electronics,Camera,West,Ahmedabad,37297.03,1,6.8,3565.6,UPI
ORD-00092,2023-07-14,Latika Shetty,Premium,Health & Beauty,Face Cream,South,Coimbatore,8012.57,3,15.1,2237.11,UPI
ORD-00093,2024-05-06,Amit Menon,Regular,Health & Beauty,Face Cream,West,Pune,15365.89,4,9.1,5027.72,Card
ORD-00094,2023-06-29,Rohit Tiwari,Regular,Sports,Cycling Helmet,West,Pune,35267.6,2,16,5360.68,Card
ORD-00095,2023-08-06,Kavya Ghosh,Regular,Sports,Yoga Mat,East,Guwahati,44455.81,2,16.4,6615.02,UPI
ORD-00096,2024-02-16,Sandeep Chatterjee,Premium,Sports,Resistance Bands,North,Lucknow,64121.41,4,7.5,14106.71,Card
ORD-00097,2024-12-06,Rajesh Nair,Wholesale,Books,Business Book,North,Amritsar,1868.65,1,25.6,-8.97,UPI
ORD-00098,2023-01-13,Swati Mukherjee,Regular,Furniture,Shoe Rack,West,Mumbai,106027.53,3,1.6,25149.73,Cash
ORD-00099,2024-03-04,Naveen Menon,Wholesale,Sports,Dumbbells Set,West,Surat,11036.68,3,25.4,847.62,UPI
ORD-00100,2023-10-18,Rajesh Mukherjee,Wholesale,Clothing,Jeans,South,Hyderabad,20123.25,3,20.5,3742.92,Cash
ORD-00101,2023-10-20,Deepak Shetty,Regular,Grocery,Pulses Mix,South,Chennai,9141.31,7,15.5,-219.39,Card
ORD-00102,2023-12-06,Anil Pillai,Wholesale,Sports,Yoga Mat,West,Ahmedabad,20650.66,1,15.1,3287.59,Cash
ORD-00103,2024-06-26,Bhavna Sharma,Wholesale,Health & Beauty,Electric Toothbrush,North,Lucknow,7605.82,3,18.3,1928.84,Card
ORD-00104,2023-10-17,Pooja Patel,Wholesale,Electronics,Camera,North,Lucknow,93828.85,4,20.6,-1388.67,UPI
ORD-00105,2023-05-04,Pooja Mukherjee,Wholesale,Health & Beauty,Perfume,West,Nagpur,8620.93,3,28.2,5329.64,UPI
ORD-00106,2024-07-28,Geeta Reddy,Wholesale,Clothing,Ethnic Wear,South,Coimbatore,4762.72,1,15.8,1064.94,UPI
ORD-00107,2024-03-19,Bhavna Verma,Wholesale,Furniture,Study Table,North,Delhi,21857.11,4,19.2,7553.74,UPI
ORD-00108,2024-03-15,Ramesh Sharma,Premium,Home & Kitchen,Microwave,East,Kolkata,63379.67,4,7.6,10090.04,Card
ORD-00109,2024-07-03,Rekha Mishra,Wholesale,Home & Kitchen,Vacuum Cleaner,South,Bangalore,19179.28,2,18.7,1350.22,UPI
ORD-00110,2024-12-30,Manoj Iyer,Premium,Home & Kitchen,Coffee Maker,West,Pune,12280.99,1,7.8,1935.48,Card
ORD-00111,2024-08-13,Sandeep Gupta,Premium,Furniture,Wardrobe,West,Ahmedabad,62404.2,4,11.2,29494.95,Cash
ORD-00112,2024-01-01,Rohit Chauhan,Regular,Sports,Cricket Bat,West,Pune,50584.05,2,1.3,13637.46,UPI
ORD-00113,2023-01-01,Manoj Shah,Wholesale,Home & Kitchen,Vacuum Cleaner,North,Jaipur,48325.38,4,26.4,425.26,Card
ORD-00114,2023-08-05,Suresh Kaur,Regular,Home & Kitchen,Mixer Grinder,South,Chennai,66934.27,4,18.2,4979.91,UPI
ORD-00115,2023-09-03,Bhavna Pillai,Wholesale,Home & Kitchen,Coffee Maker,East,Bhubaneswar,11531.07,2,18.9,793.34,Card
ORD-00116,2024-02-10,Vijay Mishra,Premium,Books,Novel,North,Delhi,737.49,1,6.6,108.56,Cash
ORD-00117,2024-01-05,Ajay Mehta,Regular,Furniture,Wardrobe,North,Chandigarh,10963.06,1,10.5,1819.87,Card
ORD-00118,2023-08-11,Latika Pillai,Wholesale,Books,Textbook,East,Bhubaneswar,133.36,1,29,-4.27,Cash
ORD-00119,2023-05-15,Divya Chatterjee,Premium,Electronics,Gaming Console,South,Kochi,37597.25,1,13.7,1518.93,UPI
ORD-00120,2023-02-08,Sandeep Menon,Premium,Sports,Cycling Helmet,East,Patna,54466.38,3,11.8,10108.96,Cash
ORD-00121,2024-03-15,Sanjay Kaur,Premium,Clothing,Jacket,South,Bangalore,13729.39,2,13.9,3278.58,Card
ORD-00122,2023-03-26,Priya Mishra,Regular,Home & Kitchen,Water Purifier,West,Surat,43629.3,4,46.73209895769221,-65667.5,UPI
ORD-00123,2023-07-11,Rekha Kumar,Regular,Books,Comics,East,Ranchi,710.54,1,14.5,59.69,Card
ORD-00124,2024-10-29,Sunil Pillai,Wholesale,Grocery,Biscuits Pack,West,Pune,12190.8,9,16.4,-380.35,Card
ORD-00125,2023-01-09,Pallavi Kaur,Premium,Sports,Treadmill,North,Amritsar,42864.53,2,13.7,7304.12,Card
ORD-00126,2023-11-11,Arjun Kaur,Premium,Health & Beauty,Electric Toothbrush,South,Bangalore,7264.08,2,9.1,2376.81,UPI
ORD-00127,2024-12-04,Geeta Joshi,Premium,Health & Beauty,Protein Powder,West,Pune,15458.03,3,9.2,5045.5,Cash
ORD-00128,2024-11-06,Harish Shetty,Regular,Electronics,Gaming Console,West,Pune,26493.84,2,63.83635861695166,-56052.01,Card
ORD-00129,2023-09-20,Manjula Patel,Regular,Clothing,Jeans,West,Pune,17734.82,3,3.7,5682.24,Cash
ORD-00130,2024-12-27,Pooja Kaur,Premium,Grocery,Spices Kit,South,Coimbatore,8224.86,10,42.74484525407447,-6087.24,UPI
ORD-00131,2024-11-04,Ananya Chatterjee,Premium,Health & Beauty,Sunscreen,East,Kolkata,23133.13,4,14.9,6495.78,Card
ORD-00132,2024-06-03,Ashok Kumar,Regular,Electronics,Headphones,North,Amritsar,154026.82,4,19.3,-677.72,Cash
ORD-00133,2024-01-13,Sneha Verma,Regular,Sports,Dumbbells Set,East,Bhubaneswar,70305.4,4,3.7,17604.47,Cash
ORD-00134,2024-03-02,Rajesh Shah,Wholesale,Home & Kitchen,Coffee Maker,North,Lucknow,66163.1,4,29,-793.96,Card
ORD-00135,2024-11-04,Shweta Das,Regular,Books,Textbook,South,Bangalore,462.93,3,4.9,74.44,UPI
ORD-00136,2023-08-04,Usha Tiwari,Regular,Health & Beauty,Perfume,North,Lucknow,7733.57,2,3,2907.82,Cash
ORD-00137,2024-10-28,Vinod Menon,Wholesale,Grocery,Instant Noodles,South,Hyderabad,4345.55,6,21.9,-326.79,Cash
ORD-00138,2023-12-22,Ramesh Das,Regular,Health & Beauty,Face Mask Pack,North,Amritsar,6060.97,2,13.2,1784.35,Cash
ORD-00139,2023-05-02,Sanjay Sharma,Wholesale,Home & Kitchen,Coffee Maker,East,Bhubaneswar,25785.92,2,28.4,-185.66,Card
ORD-00140,2024-07-06,Mohan Das,Wholesale,Health & Beauty,Perfume,East,Bhubaneswar,63.59,1,24.2,13.12,Cash
ORD-00141,2024-11-02,Jyoti Bose,Regular,Sports,Yoga Mat,East,Guwahati,37290.98,4,6.5,8502.34,UPI
ORD-00142,2024-09-10,Usha Ghosh,Premium,Health & Beauty,Essential Oils,North,Delhi,1450.53,4,6.1,509.43,UPI
ORD-00143,2023-11-13,Kiran Shah,Regular,Furniture,Office Chair,South,Chennai,26634.02,3,13.8,3718.11,Cash
ORD-00144,2023-04-19,Nisha Tiwari,Premium,Books,Dictionary,West,Mumbai,2339.91,2,14.6,194.68,UPI
ORD-00145,2023-02-26,Shweta Menon,Premium,Books,Textbook,North,Delhi,2481.82,2,18,138.98,UPI
ORD-00146,2024-09-09,Harish Saxena,Regular,Books,Novel,East,Ranchi,4664.68,3,2.2,850.84,UPI
ORD-00147,2023-10-17,Hema Chauhan,Wholesale,Clothing,Sports Shoes,East,Patna,6941.93,2,17.3,1468.91,UPI
ORD-00148,2023-07-01,Hema Tiwari,Premium,Clothing,T-Shirt,South,Kochi,5038.06,1,11.9,1283.7,Card
ORD-00149,2023-03-10,Vikram Banerjee,Premium,Sports,Yoga Mat,North,Jaipur,58887.63,3,16.4,8762.48,Card
ORD-00150,2024-10-21,Manjula Krishnan,Regular,Electronics,Tablet,West,Ahmedabad,106349.93,2,15.1,3105.42,Cash
ORD-00151,2023-05-11,Saritha Nair,Regular,Sports,Swimming Goggles,West,Mumbai,2599.42,2,4.9,625.94,UPI
ORD-00152,2023-02-19,Shweta Chatterjee,Wholesale,Grocery,Dry Fruits,West,Pune,960.94,10,71.02388113887557,-2243.27,UPI
ORD-00153,2023-02-10,Ravi Sharma,Wholesale,Electronics,Smart TV,West,Surat,31858.45,2,25.1,-1618.41,UPI
ORD-00154,2023-03-14,Saritha Chauhan,Regular,Home & Kitchen,Water Purifier,East,Bhubaneswar,41351.69,3,12.1,5094.53,Cash
ORD-00155,2023-09-20,Jyoti Tiwari,Premium,Sports,Cricket Bat,North,Delhi,29027.37,2,11,5573.26,UPI
ORD-00156,2024-08-11,Pooja Gupta,Wholesale,Grocery,Tea Powder,South,Coimbatore,394.92,3,50.274983423139005,-419.11,UPI
ORD-00157,2024-07-04,Suresh Chatterjee,Regular,Books,Science Fiction,West,Ahmedabad,686.88,4,1.7,128.03,UPI
ORD-00158,2024-05-11,Kavya Menon,Regular,Clothing,Jacket,South,Bangalore,13029.87,3,1.9,4362.4,UPI
ORD-00159,2023-01-24,Ajay Menon,Premium,Electronics,Gaming Console,East,Ranchi,186144,3,14.4,6477.81,Card
ORD-00160,2023-12-23,Mohan Sharma,Wholesale,Books,Business Book,West,Pune,1440.63,2,23.3,19.59,UPI
ORD-00161,2023-08-11,Saritha Tiwari,Wholesale,Clothing,Ethnic Wear,West,Nagpur,3993.31,1,15.9,889.71,Card
ORD-00162,2023-10-18,Ashok Ghosh,Premium,Furniture,Sofa Set,East,Ranchi,86302.57,4,6.4,17156.95,UPI
ORD-00163,2024-05-06,Asha Rao,Premium,Sports,Resistance Bands,West,Pune,25262.31,1,5.7,5921.49,UPI
ORD-00164,2023-04-26,Ravi Rao,Premium,Health & Beauty,Protein Powder,East,Patna,4630.79,2,11.6,1422.58,Cash
ORD-00165,2024-08-25,Bhavna Agarwal,Wholesale,Grocery,Spices Kit,West,Mumbai,239.86,3,29.1,-31.85,UPI
ORD-00166,2023-03-19,Rekha Mehta,Wholesale,Clothing,Ethnic Wear,North,Jaipur,13923.47,3,28.1,1743.22,Card
ORD-00167,2024-01-02,Pooja Sharma,Wholesale,Grocery,Cooking Oil,West,Pune,422.1,6,17,-15.2,UPI
ORD-00168,2023-08-08,Shweta Chatterjee,Wholesale,Health & Beauty,Hair Oil,South,Kochi,4611.08,4,25.8,892.71,Card
ORD-00169,2024-12-19,Deepak Chatterjee,Premium,Sports,Treadmill,North,Jaipur,33703.78,1,11.1,6444.16,Card
ORD-00170,2023-03-04,Pallavi Dubey,Premium,Clothing,Jacket,East,Kolkata,7719.35,4,14,1837.21,Cash
ORD-00171,2024-05-16,Priya Nair,Wholesale,Sports,Treadmill,West,Surat,9216.96,1,19.2,1165.02,Card
ORD-00172,2024-06-14,Ananya Menon,Regular,Grocery,Spices Kit,South,Coimbatore,2040.94,4,9.3,52.25,Cash
ORD-00173,2024-06-21,Deepak Bose,Wholesale,Sports,Cycling Helmet,West,Nagpur,14952.55,2,26.4,1028.74,Card
ORD-00174,2024-07-13,Mohan Chauhan,Regular,Furniture,Bed Frame,West,Pune,100056.2,3,13,14608.21,Cash
ORD-00175,2024-06-09,Ananya Dubey,Wholesale,Health & Beauty,Electric Toothbrush,North,Lucknow,8482.7,4,29.3,1404.74,UPI
ORD-00176,2023-12-26,Ramesh Shetty,Premium,Grocery,Tea Powder,West,Ahmedabad,4465.4,10,11.5,35.72,Cash
ORD-00177,2023-10-24,Vikram Rao,Premium,Home & Kitchen,Iron Box,East,Guwahati,64987.81,4,11.4,8370.43,Cash
ORD-00178,2024-04-15,Sanjay Das,Regular,Sports,Yoga Mat,North,Chandigarh,7953.81,1,4.5,1940.73,Card
ORD-00179,2024-04-01,Mohan Agarwal,Regular,Furniture,Side Table,East,Bhubaneswar,12768.9,1,2.5,2936.85,Card
ORD-00180,2024-04-01,Meera Tiwari,Premium,Grocery,Dry Fruits,East,Ranchi,3022.08,9,6.3,149.9,Card
ORD-00181,2023-01-27,Anil Kumar,Regular,Grocery,Instant Noodles,West,Ahmedabad,1201.1,6,2.9,92.24,UPI
ORD-00182,2023-06-09,Manjula Kaur,Regular,Sports,Jump Rope,West,Nagpur,11377.85,3,18,1547.39,Card
ORD-00183,2023-10-15,Swati Shah,Regular,Sports,Cricket Bat,East,Ranchi,68161.74,3,9.7,13795.94,UPI
ORD-00184,2024-01-06,Sunita Rao,Regular,Electronics,Laptop,East,Ranchi,30657.18,1,11.7,1729.06,UPI
ORD-00185,2024-12-24,Vijay Iyer,Wholesale,Home & Kitchen,Mixer Grinder,South,Bangalore,83849.81,4,25,1677,UPI
ORD-00186,2023-01-20,Ramesh Mishra,Premium,Books,Cookbook,North,Amritsar,4617.34,3,5.3,727.69,Card
ORD-00187,2024-12-20,Manjula Bose,Premium,Clothing,Saree,East,Guwahati,7145.41,1,8.1,2037.87,UPI
ORD-00188,2024-12-25,Sunil Tiwari,Regular,Books,Comics,North,Delhi,3888.85,3,6.6,572.44,UPI
ORD-00189,2023-12-31,Suresh Mehta,Wholesale,Health & Beauty,Essential Oils,West,Pune,4626.5,1,20.9,1077.05,Card
ORD-00190,2023-12-05,Sunita Tiwari,Regular,Health & Beauty,Shampoo,South,Kochi,6136.07,1,17,1619.92,UPI
ORD-00191,2023-02-04,Amit Verma,Premium,Furniture,Bookshelf,North,Lucknow,15074.39,1,8.3,2767.66,UPI
ORD-00192,2023-02-17,Usha Pillai,Premium,Health & Beauty,Sunscreen,South,Coimbatore,5497.68,3,15.1,1534.95,Card
ORD-00193,2023-06-21,Ashok Agarwal,Premium,Health & Beauty,Essential Oils,South,Chennai,1560.94,2,12,474.53,Cash
ORD-00194,2023-05-02,Anil Joshi,Wholesale,Health & Beauty,Shampoo,South,Coimbatore,6095.05,2,16.5,1633.47,Card
ORD-00195,2024-01-27,Jyoti Tiwari,Premium,Health & Beauty,Hair Oil,West,Ahmedabad,2537.58,3,13.9,732.85,Card
ORD-00196,2023-01-07,Saritha Joshi,Regular,Health & Beauty,Sunscreen,South,Coimbatore,5801.55,3,57.13991717495613,-12540.32,Cash
ORD-00197,2024-04-11,Lakshmi Gupta,Wholesale,Home & Kitchen,Water Purifier,South,Bangalore,30972.35,4,52.03271236162891,-31252.12,Card
ORD-00198,2023-05-10,Deepak Gupta,Premium,Electronics,Bluetooth Speaker,South,Kochi,24967.62,3,5.3,2686.52,UPI
ORD-00199,2023-09-20,Kamala Kaur,Premium,Furniture,Office Chair,South,Chennai,16120.61,4,6,3256.36,Card
ORD-00200,2024-12-24,Praveen Reddy,Wholesale,Clothing,T-Shirt,West,Ahmedabad,16863.26,3,16.3,3703.17,Card
ORD-00201,2024-01-29,Sanjay Mukherjee,Regular,Furniture,Bed Frame,East,Guwahati,33142.05,1,19.2,3194.89,UPI
ORD-00202,2023-11-12,Arjun Mishra,Premium,Electronics,Laptop,West,Surat,387397.88,4,7.6,34555.89,UPI
ORD-00203,2023-06-04,Kamala Verma,Wholesale,Clothing,Sports Shoes,South,Chennai,425.47,1,17.3,90.03,UPI
ORD-00204,2023-08-22,Aarav Agarwal,Wholesale,Home & Kitchen,Induction Cooktop,South,Hyderabad,13783.59,3,28.3,-88.21,Card
ORD-00205,2023-10-14,Rekha Banerjee,Premium,Health & Beauty,Multivitamins,South,Bangalore,7045.64,4,11.8,2153.15,UPI
ORD-00206,2023-08-31,Latika Bose,Wholesale,Grocery,Instant Noodles,West,Ahmedabad,4189.02,8,23.9,-382.04,Cash
